group subNo block index seqDur shortLong nTargets nIOI rhythmicVarTAG seqSTD seqMeanIOI seqSumIOI Lowbound Upbound pressedKey rt seqDuration startInterval trialDuration IOI1 IOI2 IOI3 IOI4 IOI5 IOI6 IOI7 IOI8 IOI9 
main 7.0000 2.0000 27.0000 5.0000 0.0000 5.0000 4.0000 2.0000 0.0974 0.2508 1.0031 0.0906 0.1145 b 0.2360 1.2531 1.4021 1.3937 0.3891 0.1694 0.1988 0.2458 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 45.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.0958 0.2512 0.7536 0.0906 0.1145 b 0.2170 1.0036 1.3182 1.3099 0.3446 0.1531 0.2558 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 59.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0509 0.2505 2.0039 0.0349 0.0588 b 0.1300 2.2539 1.1370 1.1286 0.2277 0.3017 0.2137 0.3186 0.1895 0.2837 0.1916 0.2774 0.0000 
main 7.0000 2.0000 11.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0549 0.2502 1.5010 0.0349 0.0588 b 0.1550 1.7510 1.4943 1.4860 0.1811 0.2451 0.3392 0.2480 0.2773 0.2102 0.0000 0.0000 0.0000 
main 7.0000 2.0000 30.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.0941 0.2499 1.2497 0.0906 0.1145 b 0.1730 1.4997 1.3501 1.3418 0.3086 0.1850 0.1578 0.2142 0.3841 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 43.0000 4.0000 0.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0000 0.0000 b 0.1620 1.0000 1.3888 1.3805 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 21.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0908 0.2497 2.2475 0.0906 0.1145 b 0.1400 2.4975 1.0528 1.0444 0.2673 0.3770 0.2008 0.1540 0.3985 0.1555 0.2401 0.1734 0.2808 
main 7.0000 2.0000 58.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1680 2.2500 1.3627 1.3544 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 2.0000 1.0000 4.0000 0.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0000 0.0000 b 0.2170 1.0000 1.3389 1.3306 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 53.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0578 0.2495 1.4973 0.0349 0.0588 b 0.1920 1.7473 1.3331 1.3248 0.2684 0.2084 0.3228 0.1769 0.3037 0.2171 0.0000 0.0000 0.0000 
main 7.0000 2.0000 38.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0548 0.2503 2.0022 0.0349 0.0588 NA E 2.2522 1.0896 1.0812 0.2269 0.1656 0.2438 0.3316 0.2475 0.3102 0.2753 0.2012 0.0000 
main 7.0000 2.0000 62.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0535 0.2500 2.2501 0.0349 0.0588 b 0.1940 2.5001 1.3259 1.3176 0.2700 0.2303 0.2669 0.2341 0.1648 0.2621 0.2983 0.3378 0.1857 
main 7.0000 2.0000 4.0000 5.0000 0.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0000 0.0000 b 0.2330 1.2500 1.4807 1.4724 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 34.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.1540 2.0000 1.4180 1.4097 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 7.0000 2.0000 8.0000 6.0000 0.0000 6.0000 5.0000 1.0000 0.0493 0.2503 1.2513 0.0349 0.0588 b 0.1790 1.5013 1.2412 1.2329 0.2972 0.2066 0.2612 0.2951 0.1912 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 54.0000 7.0000 1.0000 7.0000 6.0000 2.0000 0.1008 0.2508 1.5048 0.0906 0.1145 b 0.1660 1.7548 1.0521 1.0437 0.2090 0.3506 0.2495 0.1500 0.3911 0.1545 0.0000 0.0000 0.0000 
main 7.0000 2.0000 39.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0941 0.2505 2.0042 0.0906 0.1145 b 0.1540 2.2542 1.2584 1.2500 0.1588 0.3367 0.1903 0.2829 0.3955 0.1519 0.3169 0.1712 0.0000 
main 7.0000 2.0000 15.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0951 0.2499 1.7490 0.0906 0.1145 b 0.1590 1.9990 1.1073 1.0990 0.2938 0.1560 0.3609 0.1583 0.3685 0.2548 0.1567 0.0000 0.0000 
main 7.0000 2.0000 2.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0483 0.2511 0.7533 0.0349 0.0588 b 0.1660 1.0033 1.1285 1.1201 0.2747 0.1955 0.2830 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 23.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0515 0.2512 0.7535 0.0349 0.0588 b 0.1730 1.0035 1.3261 1.3178 0.2167 0.3104 0.2263 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 14.0000 8.0000 1.0000 8.0000 7.0000 1.0000 0.0538 0.2504 1.7531 0.0349 0.0588 b 0.1290 2.0031 1.3880 1.3796 0.1902 0.2331 0.2725 0.2095 0.2839 0.2181 0.3457 0.0000 0.0000 
main 7.0000 2.0000 42.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0925 0.2505 2.2542 0.0906 0.1145 b 0.1530 2.5042 1.1545 1.1462 0.3971 0.1518 0.2079 0.1768 0.2993 0.3505 0.1851 0.3242 0.1614 
